DeltaRight, ThetaRight, AlphaRight, BetaRight, GammaRight, DeltaLeft, ThetaLeft, AlphaLeft, BetaLeft, GammaLeft, DeltaForward, ThetaForward, AlphaForward, BetaForward, GammaForward, DeltaBack, ThetaBack, AlphaBack, BetaBack, GammaBack, Direction
1356,789,697,415,902,1052,825,623,341,918,1346,867,549,295,1007,1042,880,467,270,993,Forward
865,396,474,385,913,495,395,478,391,931,724,382,458,389,1023,547,365,410,365,1000,Backward
927,390,471,381,913,631,389,475,386,931,917,373,455,385,1023,632,354,407,362,1001,Backward
945,411,446,376,893,617,416,447,381,912,906,402,427,378,1004,642,382,377,353,982,Backward
942,353,330,347,822,644,338,304,358,820,955,324,283,353,894,619,309,259,324,875,Backward
925,325,225,193,587,620,312,243,234,593,971,301,257,261,653,672,311,264,253,642,Backward
860,91,104,27,15,621,89,97,26,13,951,86,97,27,13,540,89,108,28,13,Backward
490,112,77,29,14,184,112,68,26,13,510,108,74,27,13,168,110,78,28,13,Backward
3712,1157,540,160,607,3343,1163,559,165,623,3488,1160,566,168,691,3406,1150,543,163,675,Right
3476,1169,543,157,607,3191,1191,556,167,623,3390,1199,560,173,692,3161,1171,543,163,674,Right
3569,1177,546,160,607,3176,1180,562,165,623,3394,1174,570,168,691,3175,1167,548,162,674,Right
3563,1170,562,159,607,3215,1166,568,166,623,3535,1158,566,170,691,3174,1156,556,162,674,Right
2859,1158,597,271,96,2517,1152,593,270,96,2837,1136,586,266,96,2472,1131,587,267,96,Right
1158,178,102,48,18,669,178,103,49,19,991,178,104,50,19,822,178,107,50,19,Right
518,81,153,123,183,172,79,162,133,188,494,80,167,136,208,192,81,158,126,202,Left
6106,4647,1382,746,726,5401,4708,1407,757,735,5405,4722,1410,760,808,5730,4663,1332,740,791,Left
7240,3535,1634,581,700,7228,3619,1682,598,712,7431,3653,1701,605,791,7122,3577,1640,583,777,Left
7238,3581,1648,581,700,6766,3666,1696,598,712,7006,3701,1715,605,791,6793,3622,1655,582,777,Left
7227,3584,1643,583,700,6777,3669,1692,599,712,7013,3705,1710,606,791,6778,3626,1650,584,777,Left
7139,3214,1635,692,432,6908,3274,1688,723,445,7004,3284,1711,739,495,6897,3202,1649,700,483,Forward
3681,603,692,269,641,3716,535,678,272,651,4060,522,680,303,706,3506,555,749,352,690,Forward
3924,2019,262,335,1119,3693,2038,207,313,1132,3750,2050,264,341,1259,3790,2002,319,369,1241,Forward
3693,2206,463,428,1290,3348,2244,514,418,1319,3571,2267,564,445,1466,3431,2228,578,444,1431,Forward
3432,2197,600,715,1844,3364,2245,661,738,1897,3493,2279,727,764,2104,3495,2264,735,750,2058,Forward
3441,2521,1146,1133,2208,3279,2498,1244,1168,2290,3409,2487,1263,1172,2535,3441,2494,1209,1121,2474,Backward
1735,1831,1529,1318,2143,1615,1887,1637,1380,2213,1786,1896,1653,1395,2427,1571,1880,1586,1335,2355,Backward
2195,1432,1504,1317,1922,1950,1433,1607,1379,2009,2136,1404,1631,1372,2207,1889,1363,1567,1302,2141,Backward
2172,1451,1554,1299,1761,1906,1415,1647,1351,1825,2162,1365,1661,1337,1999,1930,1325,1586,1266,1944,Backward
2176,1552,1441,1177,1475,1875,1569,1550,1242,1519,2174,1531,1564,1240,1652,1853,1466,1510,1188,1602,Backward
2165,1434,1102,889,922,1879,1437,1189,951,950,2186,1395,1196,953,1031,1878,1353,1136,904,990,Backward
1610,610,321,147,52,1289,605,317,148,52,1609,607,313,148,51,1261,600,312,151,50,Backward
675,102,78,32,15,298,102,73,30,14,623,102,78,30,14,344,103,77,32,14,Backward
461,86,64,27,13,134,84,59,25,12,459,81,63,24,13,138,83,66,27,13,Right
1641,2547,820,601,248,1187,2570,840,608,266,1320,2630,874,628,284,1348,2613,825,622,267,Right
1943,2647,818,577,244,1600,2664,833,591,264,1869,2724,849,618,282,1667,2704,832,605,264,Right
1760,2613,809,579,243,1530,2640,832,593,263,1712,2707,851,620,282,1573,2678,826,607,264,Right
1867,2619,807,578,243,1549,2634,840,593,263,1868,2693,860,621,282,1579,2676,829,607,264,Right
1871,2604,807,578,243,1568,2637,853,593,263,1914,2710,875,620,283,1614,2674,837,607,263,Right
2017,626,236,85,27,1697,626,241,87,27,2026,624,242,89,29,1677,627,245,91,29,Right
987,188,73,39,14,519,187,70,39,14,848,189,72,39,13,653,191,74,40,13,Right
585,239,335,209,400,231,253,371,223,432,565,256,378,221,461,260,245,367,210,431,Right
766,424,374,364,904,414,468,460,394,941,793,502,524,406,1013,539,513,540,384,971,Right
2564,1785,913,491,1290,2236,1826,976,480,1335,2479,1838,1024,462,1449,2228,1806,1034,436,1402,Left
3137,1922,1249,543,1444,2722,1988,1309,560,1497,2551,2015,1346,572,1637,2767,1953,1280,561,1589,Left
3260,1911,1275,521,1483,2928,1978,1383,523,1536,2691,2005,1447,513,1688,2992,1936,1364,463,1644,Left
4103,3920,1607,667,1667,3653,4102,1800,702,1718,3474,4188,1911,742,1876,3778,4054,1863,719,1822,Left
3980,3987,1576,632,1664,3524,4154,1780,682,1703,3693,4238,1900,726,1862,3683,4119,1856,707,1814,Left
3867,3988,1457,578,1317,3450,4177,1606,622,1354,3660,4269,1689,649,1484,3578,4128,1626,619,1446,Left
3339,3898,1230,677,1382,2976,4077,1399,728,1420,3187,4162,1489,764,1565,3053,4017,1433,728,1531,Left
3469,2738,1587,637,1483,3470,2749,1571,666,1536,3680,2744,1545,706,1693,3445,2709,1502,703,1655,Left
1263,892,742,655,1753,892,874,664,674,1846,848,861,646,724,2076,864,796,613,720,2048,Forward
1239,1724,1339,674,2076,1069,1716,1230,628,2143,987,1680,1140,646,2398,857,1565,1074,646,2374,Forward
2076,2674,1207,843,2330,1946,2570,1044,786,2412,1874,2441,933,767,2679,1854,2266,811,739,2635,Forward
2123,2711,1291,881,2396,1962,2629,1151,789,2484,1864,2520,1045,735,2760,1774,2357,944,693,2715,Forward
2033,2619,1408,1007,2432,1913,2533,1423,1018,2527,1849,2426,1438,1041,2815,1774,2266,1377,1021,2770,Forward
1943,2630,1325,1070,2749,1799,2535,1348,1080,2834,1719,2427,1378,1110,3128,1655,2273,1315,1080,3066,Backward
2134,2460,1134,1084,2623,2038,2348,1043,1084,2687,1969,2234,1100,1120,2932,1910,2075,1117,1102,2846,Backward
1538,2013,1219,923,2548,1295,2025,1408,1013,2614,1166,2029,1541,1077,2876,1354,1931,1557,1070,2806,Backward
1603,1868,1143,934,2224,1460,1880,1245,1048,2267,1676,1889,1298,1120,2484,1507,1854,1279,1093,2422,Backward
1832,1746,1085,629,1907,1467,1794,1159,701,1941,1706,1826,1175,761,2140,1514,1777,1131,762,2099,Backward
1839,1792,1045,583,1631,1498,1829,1122,654,1656,1805,1857,1138,713,1822,1476,1817,1087,717,1781,Backward
1889,1282,635,203,689,1554,1351,698,205,704,1867,1405,748,227,774,1587,1407,726,229,752,Backward
849,97,91,36,15,423,94,81,33,14,754,92,84,32,14,530,98,89,33,14,Backward
3631,1222,591,255,584,3110,1250,610,273,599,3339,1257,611,283,666,3256,1220,592,267,650,Right
3433,1229,602,254,584,3179,1222,629,260,596,3466,1205,636,263,663,3118,1207,607,259,649,Right
3457,1179,615,248,583,3136,1205,634,258,596,3282,1209,636,264,663,3140,1179,615,255,649,Right
3581,1202,607,252,589,3165,1199,637,260,602,3457,1187,644,264,668,3156,1184,615,258,655,Right
3596,1164,713,278,655,3264,1211,724,289,671,3558,1229,719,296,744,3320,1176,705,287,728,Left
3946,3464,1528,573,810,3508,3563,1580,594,828,3416,3620,1597,604,919,3564,3523,1547,582,902,Left
5162,4568,1855,577,815,5207,4661,1917,601,833,5441,4704,1938,612,924,5093,4624,1885,589,907,Left
5339,4413,1909,682,1195,4929,4500,1983,717,1218,4964,4540,2018,735,1350,5040,4467,1946,701,1327,Left
5563,4454,1991,696,1161,5455,4536,2059,716,1182,5467,4573,2087,727,1310,5429,4506,2031,706,1288,Left
5631,3694,1948,670,1056,5154,3766,2000,693,1079,5044,3792,2017,704,1197,5254,3743,1979,682,1177,Left
4245,1330,930,410,834,4259,1324,928,417,847,4307,1321,922,423,937,4251,1321,922,410,922,Left
2789,1134,469,257,72,2313,1114,456,246,65,2645,1098,449,239,63,2492,1088,438,235,63,Left
1104,339,208,62,21,679,329,199,62,21,1006,330,196,59,19,781,332,200,58,19,Left
789,379,142,37,14,528,371,138,35,13,856,371,140,35,13,475,377,143,38,12,Left
694,405,124,29,14,405,393,116,28,13,735,392,120,27,13,373,401,120,28,12,Left
4739,3749,1961,735,324,4397,3812,2014,757,326,4540,3823,2031,767,370,4459,3762,1977,744,366,Forward
4495,3782,1953,731,323,4190,3848,2009,755,326,4398,3860,2029,766,370,4177,3796,1971,742,366,Forward
4513,3793,1954,731,323,4189,3840,2015,756,326,4375,3839,2040,766,370,4159,3795,1975,742,366,Forward
4610,3760,1950,732,323,4228,3831,2010,756,326,4525,3847,2033,766,370,4189,3777,1971,742,366,Forward
4539,3809,1959,726,323,4241,3782,2055,752,326,4533,3739,2094,764,370,4185,3767,2004,738,366,Forward
1378,275,110,46,17,867,266,105,43,17,1124,264,102,42,16,1049,264,99,44,16,Forward
548,74,49,33,12,251,72,49,31,12,575,73,48,31,12,217,75,50,33,12,Forward
477,92,62,30,14,150,89,62,29,18,477,90,63,29,22,154,93,66,31,21,Forward
652,156,171,159,488,339,175,144,178,497,697,209,133,209,542,405,213,118,222,529,Forward
664,239,296,337,1207,364,261,289,325,1232,649,323,288,340,1358,421,371,278,341,1330,Backward
619,324,287,452,1532,409,277,243,399,1572,679,312,250,377,1738,478,362,233,375,1703,Backward
551,375,401,561,1805,523,398,436,551,1855,646,429,454,549,2059,447,416,406,511,2022,Backward
698,371,446,630,2291,659,369,545,688,2354,660,379,614,728,2608,618,341,602,675,2556,Backward
914,775,542,769,2438,881,715,581,750,2521,878,698,633,778,2800,972,715,620,735,2744,Backward
2039,865,603,707,2493,2033,907,734,763,2545,2025,965,847,811,2820,2054,967,844,771,2769,Right
3722,1500,1468,849,2209,3454,1533,1586,911,2261,3280,1604,1687,986,2496,3564,1628,1660,957,2445,Right
3833,1116,1439,701,1782,3884,1163,1505,718,1838,3900,1272,1574,789,2019,3755,1310,1554,801,1965,Right
4092,1182,1415,679,1522,3736,1238,1471,714,1557,3816,1338,1526,765,1706,3826,1367,1492,750,1664,Right
4127,1114,1334,638,1276,3672,1175,1372,676,1303,3727,1294,1422,739,1414,3764,1316,1401,742,1361,Right
3700,1040,1264,541,850,3428,1058,1289,557,894,3649,1159,1322,597,948,3619,1175,1295,596,889,Right
2187,1036,1002,377,1043,2182,1044,1034,364,1107,2487,1068,1068,379,1200,2012,1120,1113,397,1147,Right
2384,1168,531,407,1471,1950,1244,653,429,1547,2066,1283,741,454,1690,2016,1257,756,437,1628,Right
2014,1132,601,528,1830,1675,1209,624,531,1916,1900,1259,672,563,2109,1686,1246,701,542,2051,Left
3591,2561,1172,662,2210,3573,2555,1205,688,2290,3598,2536,1260,752,2517,3555,2511,1276,756,2454,Left
3526,3232,1261,782,2433,3531,3320,1306,857,2514,3607,3378,1379,951,2776,3543,3336,1366,943,2713,Left
3569,3138,1348,741,2334,3420,3204,1410,795,2386,3417,3260,1487,891,2633,3344,3249,1467,896,2583,Left
3788,3286,1651,736,2399,3764,3303,1772,848,2440,3830,3311,1868,977,2689,3883,3256,1825,983,2640,Left
4646,3416,1583,691,2155,4441,3474,1745,817,2185,4443,3508,1848,923,2405,4417,3477,1784,907,2367,Left
4235,2842,1801,715,1710,4232,2797,1875,762,1723,4263,2754,1906,792,1911,4191,2734,1817,741,1892,Left
4197,3251,1834,667,1726,3873,3313,1884,726,1741,4056,3340,1898,771,1924,3948,3287,1802,716,1897,Left
4128,3709,1839,652,1595,4149,3804,1846,655,1620,4337,3844,1827,659,1793,4035,3745,1722,611,1768,Left
4644,4075,1134,641,1390,4300,4133,1133,635,1423,4551,4150,1124,625,1583,4268,4093,1052,576,1562,Left
4020,4202,1229,499,992,3550,4269,1235,513,1005,3667,4284,1240,515,1117,3772,4207,1209,497,1104,Left
4720,5091,2456,546,974,4919,5199,2536,565,993,5114,5235,2581,576,1104,4747,5133,2535,557,1083,Left
6813,6276,2731,579,952,6520,6375,2797,596,971,6379,6421,2823,607,1080,6561,6325,2741,596,1061,Forward
5846,6151,2663,552,924,5466,6260,2733,577,944,5591,6313,2763,592,1051,5477,6200,2679,570,1030,Forward
5800,5933,2560,525,815,5312,6042,2636,545,832,5496,6095,2670,558,926,5412,5983,2579,540,907,Forward
5488,3159,1479,491,565,5137,3224,1534,483,574,5351,3247,1556,478,632,5075,3149,1520,481,622,Forward
2814,777,428,188,170,3085,787,436,191,180,3410,796,447,198,202,2910,780,434,191,197,Forward
763,434,369,272,524,497,450,381,260,546,839,463,388,248,610,477,444,364,220,600,Forward
1009,558,478,505,1140,668,641,529,595,1128,987,707,594,666,1206,635,711,590,656,1165,Forward
1353,619,621,521,1761,1232,630,578,593,1769,1551,688,551,688,1920,1317,661,516,690,1863,Forward
1364,651,656,548,2049,1213,697,679,692,2076,1442,769,706,803,2269,1339,769,646,795,2213,Forward
1192,693,738,602,2264,1243,607,662,720,2296,1429,649,638,849,2525,1422,697,568,857,2468,Forward
1367,742,727,696,2489,1344,626,798,770,2513,1409,653,891,888,2757,1443,729,888,893,2696,Forward
1319,1004,764,670,2597,1179,1041,807,767,2628,1173,1151,971,908,2884,1272,1227,1025,940,2820,Forward
1576,1146,702,704,2451,1482,1163,675,612,2506,1445,1217,807,661,2758,1668,1254,877,729,2693,Backward
1550,1169,694,566,2152,1645,1190,695,520,2200,1823,1248,786,598,2422,1629,1225,802,653,2363,Backward
1844,1006,591,549,1904,1558,919,475,547,1957,1786,861,400,606,2155,1628,802,332,633,2101,Backward
2070,788,350,291,1205,1631,813,332,262,1234,1867,827,338,285,1365,1657,800,339,317,1339,Backward
4807,3683,1808,581,563,4437,3732,1859,608,588,4478,3739,1871,616,649,4516,3683,1818,590,625,Right
4435,3680,1802,581,563,4123,3745,1862,605,588,4301,3760,1881,612,650,4125,3690,1818,589,625,Right
4520,3685,1808,580,563,4135,3741,1864,604,588,4316,3750,1880,611,649,4143,3689,1821,588,625,Right
4772,3498,1850,577,482,4357,3470,1839,598,486,4676,3427,1812,602,542,4454,3438,1825,597,541,Right
4839,3207,1834,927,300,4342,3204,1834,933,315,4636,3168,1809,924,347,4533,3106,1766,907,362,Right
1550,442,200,149,109,1050,443,203,151,110,1365,448,202,153,123,1224,445,201,150,120,Right
751,245,391,331,492,446,278,417,376,507,774,300,424,399,556,423,282,398,375,540,Right
1323,884,595,408,1042,981,989,651,467,1087,1297,1054,691,528,1200,1120,1042,673,535,1165,Right
1373,1001,758,502,1600,1022,1095,790,579,1661,1248,1157,821,668,1830,1032,1159,807,695,1781,Left
1552,1229,946,601,1834,1214,1355,985,676,1898,1293,1447,1015,761,2090,1281,1456,1000,778,2032,Left
1376,1291,971,625,1985,1303,1353,1001,694,2058,1369,1416,1025,793,2273,1358,1439,1008,816,2209,Left
1712,1302,870,561,1903,1726,1308,849,612,1969,1807,1317,835,697,2169,1718,1290,775,725,2108,Left
1752,1241,649,527,1516,1451,1234,646,545,1567,1660,1229,643,570,1731,1477,1181,627,557,1686,Left
1667,1179,602,477,1338,1304,1145,600,525,1391,1542,1123,598,546,1538,1364,1120,573,509,1492,Left
1636,774,577,385,1035,1316,741,560,444,1065,1629,721,542,483,1175,1279,710,537,465,1149,Left
1434,418,149,67,26,1187,420,152,67,26,1501,424,155,69,27,1096,423,160,71,27,Left
756,157,99,39,16,341,155,97,37,16,668,157,96,37,15,430,161,101,42,16,Left
498,152,77,31,13,174,148,75,29,14,504,150,76,28,13,173,152,78,30,13,Left
4230,3294,1406,228,547,3970,3353,1451,235,558,4192,3367,1462,243,622,3925,3304,1419,231,609,Forward
4224,3290,1405,228,547,3917,3348,1452,235,558,4047,3361,1464,243,622,3911,3300,1419,231,609,Forward
4353,3302,1409,229,547,3941,3339,1453,236,558,4218,3339,1462,244,622,3922,3297,1421,232,609,Forward
4596,3225,1477,354,1087,4215,3332,1465,355,1123,4483,3382,1430,371,1246,4188,3320,1364,359,1219,Forward
2467,1446,523,449,1438,2560,1534,577,481,1469,2731,1589,630,506,1616,2326,1551,641,488,1569,Forward
1466,1504,718,569,1766,1208,1551,764,567,1810,1444,1575,802,561,2014,1193,1543,816,521,1979,Forward
1592,1603,820,576,1849,1528,1660,885,563,1894,1717,1693,942,554,2102,1395,1659,961,521,2062,Forward
1606,1736,971,672,1993,1588,1795,1027,669,2047,1678,1833,1080,668,2268,1527,1780,1084,617,2220,Backward
2517,1650,1081,687,1995,2290,1702,1117,720,2053,2341,1741,1157,759,2278,2412,1726,1163,751,2233,Backward
2346,1650,1124,639,1916,2161,1723,1183,669,1977,2237,1776,1234,705,2194,2150,1763,1231,694,2149,Backward
2245,1591,942,518,1287,2085,1620,939,565,1328,2325,1640,944,615,1458,2031,1593,910,621,1419,Backward
2328,1513,935,450,1281,1889,1537,943,507,1322,2138,1555,955,564,1451,1886,1510,917,562,1409,Backward
2250,1451,906,473,1154,1932,1496,926,515,1181,2114,1526,939,562,1295,1760,1479,916,557,1263,Backward
1617,460,97,42,13,1158,463,96,42,13,1494,461,98,44,13,1308,462,100,45,13,Backward
730,125,71,24,12,332,119,70,22,12,656,122,66,25,12,403,123,72,27,13,Backward
513,83,70,23,13,182,77,69,22,12,516,81,67,24,13,185,84,73,25,13,Right
4088,3495,1574,379,534,3538,3583,1616,397,541,3518,3613,1634,410,602,3570,3523,1581,392,593,Right
4187,3362,1580,367,532,3924,3427,1627,380,538,4143,3446,1645,386,598,3921,3380,1596,374,590,Right
4249,3347,1577,370,532,3858,3419,1624,380,537,3979,3441,1643,386,598,3908,3369,1593,375,590,Right
4363,3358,1581,369,532,3889,3408,1620,381,537,4164,3416,1634,388,598,3927,3366,1592,375,590,Right
4285,3316,1576,370,532,3905,3416,1624,380,537,4193,3455,1642,385,598,3931,3353,1594,375,590,Right
2411,509,139,75,23,2573,514,144,78,24,2898,519,148,81,25,2390,523,149,83,26,Right
652,162,84,39,15,352,162,83,37,15,676,159,83,36,15,320,157,83,36,15,Right
526,69,55,28,9,187,69,52,27,10,515,68,53,26,9,200,67,55,28,10,Right
491,77,52,25,9,159,77,50,24,10,489,75,51,23,9,166,76,53,24,10,Right
493,82,44,24,10,170,81,42,23,10,498,80,42,23,10,168,81,45,24,10,Left
3500,3476,1088,313,564,3378,3458,1133,290,567,3514,3447,1163,276,633,3401,3434,1137,286,627,Left
8863,3581,1931,614,952,8460,3624,1948,607,962,8209,3643,1960,607,1063,8562,3636,1962,618,1048,Left
9642,3430,1375,437,918,9218,3544,1436,449,934,9108,3609,1471,462,1041,9308,3489,1409,446,1025,Left
9292,3447,1396,433,918,8937,3518,1440,450,934,9064,3555,1465,465,1042,8933,3478,1419,445,1025,Left
9337,3451,1406,438,919,8960,3536,1445,449,934,9151,3582,1466,461,1041,8946,3490,1425,446,1026,Left
9334,2615,1361,456,822,9481,2563,1385,441,837,9601,2502,1388,443,894,9501,2398,1324,430,850,Left
2692,609,288,104,39,3059,617,288,108,38,3364,620,294,110,40,2868,628,299,113,41,Left
4794,4685,2085,850,656,4216,4774,2156,885,667,3996,4798,2183,904,737,4387,4709,2115,873,723,Forward
4800,4924,1932,888,1047,4357,5016,2002,921,1069,4532,5045,2031,940,1184,4408,4953,1964,907,1164,Forward
4769,4705,1924,872,1087,4561,4797,1996,907,1106,4748,4824,2025,927,1228,4477,4731,1957,894,1208,Forward
4999,4740,1908,907,1295,4665,4819,1983,933,1322,4793,4833,2012,946,1477,4717,4736,1940,910,1456,Forward
4489,3082,1103,677,1643,4242,3180,1156,676,1684,4092,3238,1188,668,1880,4240,3174,1134,632,1851,Forward
3100,1082,540,656,2086,2775,1150,530,677,2134,2867,1187,514,688,2363,2780,1152,514,649,2318,Forward
1654,786,453,717,2182,1611,681,444,751,2226,1787,610,488,794,2460,1512,667,495,766,2412,Forward
1421,556,558,686,2234,1174,478,563,745,2286,1249,474,579,792,2529,1225,458,559,763,2476,Forward
987,751,699,621,2095,945,733,743,690,2120,1132,712,794,762,2340,1003,686,775,748,2296,Forward
1122,1071,824,494,2033,1084,1143,913,631,2090,1343,1200,1004,760,2274,1172,1231,1019,777,2192,Backward
2210,1854,716,491,1764,2290,1920,779,533,1798,2368,1979,868,593,1954,2362,1954,885,602,1885,Backward
2618,1750,856,515,1865,2620,1826,875,580,1904,2793,1887,908,654,2071,2698,1880,939,655,1995,Backward
2794,1762,891,530,1886,2785,1875,904,602,1925,2953,1960,924,687,2095,2889,1913,921,697,2018,Backward
3636,2350,912,583,1657,3724,2418,903,639,1705,3841,2470,889,673,1903,3734,2430,863,634,1868,Backward
4705,2411,890,663,1593,4627,2464,874,705,1621,4849,2493,860,736,1809,4602,2464,837,713,1782,Right
5043,2193,1380,565,1361,4846,2257,1416,586,1382,4892,2284,1431,600,1547,4848,2211,1378,576,1527,Right
5402,2123,1338,572,1332,5094,2180,1377,600,1354,5080,2204,1395,620,1513,5116,2141,1330,593,1492,Right
5649,2007,1273,512,1259,5208,2081,1315,526,1285,5129,2124,1337,545,1428,5231,2080,1292,537,1405,Right
4943,1560,1206,527,1081,4626,1588,1229,539,1099,4696,1596,1234,547,1226,4720,1547,1189,515,1207,Right
4399,1378,600,237,77,3877,1386,606,243,79,3886,1381,611,246,81,3999,1386,620,253,83,Left
4478,3440,1540,503,396,3949,3546,1592,531,397,3991,3619,1625,551,450,4006,3501,1572,523,448,Left
4629,3315,1598,483,394,4444,3387,1654,500,393,4742,3440,1689,515,445,4414,3360,1634,496,445,Left
4709,3286,1599,481,394,4350,3374,1654,500,393,4528,3439,1687,516,446,4387,3343,1634,496,444,Left
4787,3304,1592,483,394,4387,3380,1651,500,393,4698,3436,1687,514,446,4384,3354,1629,497,444,Left
4751,3245,1597,483,394,4413,3378,1638,502,393,4719,3472,1665,518,445,4420,3332,1620,498,444,Left
2344,775,380,205,74,2256,782,378,204,74,2574,791,377,206,74,2051,783,374,207,74,Left
760,192,129,49,20,483,192,127,47,19,800,198,125,49,20,418,200,129,46,20,Left
692,274,110,31,14,385,271,110,32,12,720,266,110,32,12,360,271,114,32,14,Left
756,282,113,30,14,409,278,112,29,12,744,273,110,31,11,431,280,113,30,13,Left
737,275,102,32,13,434,270,103,31,12,773,266,103,31,11,412,272,103,30,12,Left
745,281,82,30,13,444,278,82,30,13,775,274,84,29,11,423,278,87,30,13,Left
4516,3597,2083,1026,351,4230,3649,2146,1060,354,4530,3651,2169,1085,398,4187,3602,2107,1049,394,Forward
4496,3572,2071,1025,351,4214,3640,2137,1060,354,4347,3652,2160,1085,398,4208,3585,2099,1048,393,Forward
4623,3577,2065,1025,351,4210,3649,2139,1060,354,4435,3664,2168,1085,398,4201,3593,2098,1048,393,Forward
4581,3588,2057,1026,351,4246,3640,2137,1060,354,4563,3641,2171,1084,399,4203,3590,2095,1048,393,Forward
2832,1035,513,246,90,2860,1024,505,244,89,3185,1010,496,241,88,2674,992,486,236,87,Forward
1443,187,138,47,16,934,187,136,47,16,1193,188,139,47,16,1105,191,142,48,17,Forward
502,75,55,29,10,169,74,52,27,10,497,74,55,28,10,174,76,56,30,10,Forward
469,86,49,30,10,145,84,45,28,10,475,84,48,29,10,142,87,49,30,10,Forward
470,78,53,30,10,142,78,49,28,9,471,76,52,29,10,143,78,54,30,10,Forward
468,88,41,28,10,139,87,38,27,10,469,85,42,27,10,141,88,43,29,10,Forward
468,93,53,28,10,139,92,49,26,10,468,91,52,27,10,140,94,56,28,10,Forward
1972,1048,302,260,860,1671,1050,316,278,873,2006,1056,331,292,976,1675,1050,312,273,962,Backward
1911,1012,291,312,1144,1680,1050,320,365,1150,1826,1082,355,421,1288,1704,1054,379,429,1276,Backward
1868,1056,324,410,1434,1698,1092,341,463,1436,1849,1122,374,515,1605,1689,1084,367,495,1593,Backward
1893,1079,394,456,1822,1769,1122,403,526,1818,1951,1158,465,610,1987,1731,1126,471,606,1959,Backward
1046,543,397,515,2278,1137,606,391,570,2275,1240,681,468,666,2475,904,679,488,676,2425,Backward
744,665,690,664,2401,769,673,714,685,2378,825,678,725,732,2596,666,645,672,709,2555,Backward
742,628,663,676,2308,771,673,733,672,2283,831,715,797,709,2473,788,709,767,693,2421,Backward
1015,907,705,744,2457,934,890,705,766,2454,967,890,755,794,2653,1023,872,732,762,2592,Backward
1170,948,651,660,2187,1147,916,625,652,2226,1142,930,681,704,2458,1136,929,719,729,2414,Backward
1421,1223,907,645,2446,1317,1126,955,619,2495,1335,1071,1049,713,2755,1362,1018,1098,792,2703,Backward
1996,1434,667,603,2011,1785,1328,543,559,2077,1958,1254,503,588,2298,1693,1209,521,626,2255,Right
2074,1277,621,596,1838,1754,1214,481,510,1906,1911,1168,385,485,2107,1750,1159,365,489,2064,Right
1898,997,314,444,1231,1541,1054,319,443,1280,1827,1102,315,431,1429,1562,1118,311,376,1400,Right
1764,895,324,261,893,1449,873,337,250,935,1785,850,339,230,1052,1483,870,343,206,1034,Right
1365,269,150,115,338,1120,273,150,137,343,1395,272,153,150,377,996,269,153,147,369,Right
762,156,235,148,221,462,211,290,172,241,824,254,330,197,267,515,248,329,191,255,Right
1601,517,294,322,1062,1185,573,375,298,1106,1486,626,458,315,1237,1294,603,487,329,1216,Right
1664,716,392,502,1360,1295,753,402,495,1412,1543,778,421,487,1579,1320,750,417,449,1550,Right
1614,850,626,571,1652,1359,896,632,601,1701,1590,941,661,646,1899,1330,927,656,625,1867,Right
1597,943,587,627,1781,1384,1031,602,697,1832,1542,1087,622,758,2041,1311,1063,589,733,2004,Left
2452,1943,1503,788,2022,2371,1993,1563,853,2067,2560,2048,1619,915,2297,2338,1968,1565,877,2263,Left
3292,2391,1680,795,1785,3016,2431,1680,831,1823,3000,2474,1703,872,2018,3038,2390,1680,839,1984,Left
4306,2847,1491,694,1559,4019,2843,1512,713,1592,4040,2853,1542,738,1755,4099,2775,1487,707,1722,Left
4184,2818,1424,633,1389,3977,2806,1431,626,1421,4111,2806,1453,636,1564,3895,2720,1401,611,1531,Left
4170,2965,1242,545,1081,3978,2971,1259,540,1111,4173,2980,1290,549,1230,3927,2906,1260,534,1207,Left
4090,2175,495,309,655,3785,2202,463,301,661,4045,2213,444,298,732,3720,2155,445,314,717,Left
2280,754,332,155,58,2334,759,332,154,59,2626,757,337,157,61,2115,762,336,159,60,Left
676,121,61,24,13,413,117,58,22,14,747,117,59,22,13,349,122,61,25,13,Left
565,101,73,25,14,246,97,71,24,14,572,99,72,24,13,233,100,75,27,14,Left
538,109,69,26,13,213,107,67,24,13,545,111,67,24,12,208,113,73,26,13,Left
509,88,75,27,13,178,84,67,27,13,511,87,71,25,12,178,93,71,27,13,Left
508,108,61,27,14,183,103,51,26,13,511,106,63,25,12,177,111,60,26,13,Forward
4710,3620,2093,1030,349,4325,3686,2155,1071,351,4432,3701,2177,1094,395,4404,3634,2114,1058,391,Forward
4423,3644,2097,1030,349,4181,3717,2160,1069,351,4446,3738,2182,1090,395,4122,3662,2118,1057,391,Forward
4524,3636,2094,1029,349,4128,3712,2160,1069,351,4341,3733,2184,1091,395,4127,3655,2117,1057,391,Forward
4542,3627,2106,1028,349,4149,3720,2160,1069,351,4444,3753,2177,1092,395,4120,3658,2121,1056,391,Forward
3884,1696,846,398,140,3366,1692,844,398,141,3670,1680,838,398,141,3454,1672,839,398,142,Backward
615,88,65,29,11,352,86,63,28,10,681,87,65,29,10,286,90,67,31,10,Backward
3779,2578,743,162,563,3623,2661,763,172,573,3600,2719,779,183,640,3647,2631,758,169,629,Backward
4233,2454,721,177,565,3955,2495,748,172,574,4271,2527,770,172,639,3918,2479,740,173,629,Backward
